Textos_espanol,sdg,palabras
"En organizaciones más grandes, la responsabilidad departamental por los costos de energía puede ser importante. Por ejemplo, si los departamentos son responsables de sus propios costos de energía, se benefician directamente de los ahorros de los proyectos de inversión o las medidas de limpieza. Pero si los ahorros de costos van a la empresa en su conjunto, el incentivo departamental se diluye (incentivos divididos).",7,organiz mas grand respons departamental cost energi pued ser import ejempl si departament respons propi cost energi benefici direct ahorr proyect inversion med limpiez si ahorr cost van empres conjunt incent departamental dilu incent divid organizaciones mas grandes responsabilidad departamental costos energia puede ser importante ejemplo si departamentos responsables propios costos energia benefician directamente ahorros proyectos inversion medidas limpieza si ahorros costos van empresa conjunto incentivo departamental diluye incentivos divididos
"Este artículo examina las formas en que la civilización islámica ha enfrentado los desafíos de la era moderna y de la globalización. La expansión del Islam en la historia mundial es en sí misma un proceso global o proto-global con su propia dinámica interna distintiva. El principal desafío para el islam moderno, proveniente de la cultura política global en forma de constitucionalismo y democratización y derechos humanos, ha puesto en marcha un encuentro civilizacional que ha alterado significativamente la dinámica político-religiosa del mundo islámico premoderno proto-global. patrón. La mezcla de estos procesos entre civilizaciones e intracivilizaciones se rastrea con respecto a la subversión del constitucionalismo por la ideología durante el período de 1945 a 1989, y la lenta recuperación del estado de derecho desde 1989. Se utiliza el mismo marco de análisis de civilizaciones. para comprender el fundamentalismo islámico y los desarrollos defensivos contra-globales en el Islam contemporáneo.",16,articul examin form civiliz islam enfrent desafi modern globaliz expansion islam histori mundial si mism proces global protoglobal propi dinam intern distint principal desafi islam modern provenient cultur polit global form constitucional democratiz derech human puest march encuentr civilizacional alter signific dinam politicoreligi mund islam premodern protoglobal patron mezcl proces civiliz intraciviliz rastre respect subversion constitucional ideologi period one thousand nine hundred and fortyfiv one thousand nine hundred and eightynin lent recuper derech one thousand nine hundred and eightynin utiliz mism marc analisis civiliz comprend fundamental islam desarroll defens contraglobal islam contemporane articulo examina formas civilizacion islamica enfrentado desafios moderna globalizacion expansion islam historia mundial si misma proceso global protoglobal propia dinamica interna distintiva principal desafio islam moderno proveniente cultura politica global forma constitucionalismo democratizacion derechos humanos puesto marcha encuentro civilizacional alterado significativamente dinamica politicoreligiosa mundo islamico premoderno protoglobal patron mezcla procesos civilizaciones intracivilizaciones rastrea respecto subversion constitucionalismo ideologia periodo one thousand nine hundred and fortyfive one thousand nine hundred and eightynine lenta recuperacion derecho one thousand nine hundred and eightynine utiliza mismo marco analisis civilizaciones comprender fundamentalismo islamico desarrollos defensivos contraglobales islam contemporaneo
"Un metanálisis de una gran cantidad de modelos climáticos arrojó una estimación media de USD 129 por tC02 para 2025. Una vez más, estas cifras resultantes de modelos de arriba hacia abajo de muy alto nivel deben tomarse con mucha precaución. Digamos simplemente que su orden de magnitud es comparable al de las estimaciones de los costes sociales del carbono, lo que respalda el objetivo de los 2 °C. El precio apropiado de las emisiones de C02 debe abrir una brecha entre los costos de la generación de energía basada en combustibles fósiles y la generación con tecnologías bajas en carbono como la energía nuclear, hidroeléctrica y renovables.",7,metanalisis gran cantid model climat arroj estim medi usd one hundred and twentynin tc02 two thousand and twentyfiv vez mas cifr result model arrib haci abaj alto nivel deb tom much precaucion dig simplement orden magnitud compar estim cost social carbon respald objet two c preci apropi emision c02 deb abrir brech cost gener energi bas combust fosil gener tecnologi baj carbon energi nucl hidroelectr renov metanalisis gran cantidad modelos climaticos arrojo estimacion media usd one hundred and twentynine tc02 two thousand and twentyfive vez mas cifras resultantes modelos arriba hacia abajo alto nivel deben tomarse mucha precaucion digamos simplemente orden magnitud comparable estimaciones cost sociales carbono respalda objetivo two c precio apropiado emisiones c02 debe abrir brecha costos generacion energia basada combustibles fosiles generacion tecnologias bajas carbono energia nuclear hidroelectrica renovables
"Cabe señalar que los análisis recientes confirman que estos desafíos no se limitan a los países en desarrollo: los países de la OCDE enfrentan problemas similares (aunque diferentes), y las respuestas eficientes requieren, entre otras cosas, que los servicios relacionados con el agua se fijen de manera que contribuyan a una gama de objetivos ambientales, sociales, económicos y financieros. Algunas regiones, como partes del sur y este de Asia, Australia, África y el Medio Oriente, sufren escasez física real de agua. Las áreas secas pueden no tener escasez de agua si el uso se mantiene dentro de los límites de disponibilidad local. Por el contrario, las áreas “húmedas” pueden sufrir estrés si el uso se acerca a los límites de disponibilidad.",6,cab senal analisis recient confirm desafi limit pais desarroll pais ocde enfrent problem similar aunqu diferent respuest eficient requier cos servici relacion agu fij maner contribu gam objet ambiental social econom financier region part sur asi australi afric medi orient sufr escasez fisic real agu are sec pued ten escasez agu si uso mantien dentr limit disponibil local contrari are humed pued sufr estres si uso acerc limit disponibil cabe senalar analisis recientes confirman desafios limitan paises desarrollo paises ocde enfrentan problemas similares aunque diferentes respuestas eficientes requieren cosas servicios relacionados agua fijen manera contribuyan gama objetivos ambientales sociales economicos financieros regiones part sur asia australia africa medio oriente sufren escasez fisica real agua areas secas pueden tener escasez agua si uso mantiene dentro limit disponibilidad local contrario areas humedas pueden sufrir estres si uso acerca limit disponibilidad
"¿Por qué las políticas con el propósito declarado de proteger la seguridad nacional a menudo se dirigen exclusivamente a los no ciudadanos como amenazas a la seguridad? Este artículo examina cómo las ideas prevalecientes sobre seguridad y ciudadanía impactan en los derechos de los no ciudadanos a través de un análisis del procedimiento de certificado de seguridad canadiense y la decisión de la Corte Suprema en Charkaoui. Una comprensión multidimensional de la ciudadanía y la apatridia muestra que los certificados de seguridad de los detenidos comparten vulnerabilidades complejas que siguen sin reconocerse en Charkaoui. En cambio, Charkaoui reitera y explota la falta de derechos de los detenidos colocándolos fuera de la sociedad canadiense e invistiéndolos con una agencia ficticia para elegir entre la detención y la deportación.",16,polit proposit declar proteg segur nacional menud dirig exclus ciudadan amenaz segur articul examin ide prevalecient segur ciudadani impact derech ciudadan trav analisis proced certific segur canadiens decision cort suprem charkaoui comprension multidimensional ciudadani apatridi muestr certific segur deten compart vulner complej sig reconoc charkaoui cambi charkaoui reiter explot falt derech deten coloc socied canadiens invist agenci fictici eleg detencion deport politicas proposito declarado proteger seguridad nacional menudo dirigen exclusivamente ciudadanos amenazas seguridad articulo examina ideas prevalecientes seguridad ciudadania impactan derechos ciudadanos traves analisis procedimiento certificado seguridad canadiense decision corte suprema charkaoui comprension multidimensional ciudadania apatridia muestra certificados seguridad detenidos comparten vulnerabilidades complejas siguen reconocerse charkaoui cambio charkaoui reitera explota falta derechos detenidos colocandolos sociedad canadiense invistiendolos agencia ficticia elegir detencion deportacion
Introducción: Estudios jurídicos sobre la transnacionalización - Una década del derecho alemán Revista Teorizando el derecho transnacional Derecho comparado - La apertura del derecho público alemán Derecho comparado - El derecho privado alemán en el mundo Derecho internacional y guerra sin fronteras Derecho constitucional europeo,16,introduccion estudi jurid transnacionaliz dec derech alem revist teoriz derech transnacional derech compar apertur derech public alem derech compar derech priv alem mund derech internacional guerr fronter derech constitucional europe introduccion estudios juridicos transnacionalizacion decada derecho aleman revista teorizando derecho transnacional derecho comparado apertura derecho publico aleman derecho comparado derecho privado aleman mundo derecho internacional guerra fronteras derecho constitucional europeo
"La urbanización y el aumento de la demanda de agua refuerzan la necesidad de recolectar y tratar los efluentes de aguas residuales. Lo mismo se aplica a las industrias y, de manera similar, a la agricultura. Con este fin, la OCDE (2017) recomienda que los gobiernos combinen instrumentos regulatorios, basados ​​en la información y económicos para proporcionar incentivos continuos para que los usuarios del agua y los contaminadores reduzcan la presión cuantitativa y cualitativa sobre los recursos hídricos.",6,urbaniz aument demand agu refuerz neces recolect trat efluent agu residual mism aplic industri maner simil agricultur fin ocde two thousand and sevent recomiend gobi combin instrument regulatori bas inform econom proporcion incent continu usuari agu contamin reduzc presion cuantit cualit recurs hidric urbanizacion aumento demanda agua refuerzan necesidad recolectar tratar efluentes aguas residuales mismo aplica industrias manera similar agricultura fin ocde two thousand and seventeen recomienda gobiernos combinen instrumentos regulatorios basados informacion economicos proporcionar incentivos continuos usuarios agua contaminadores reduzcan presion cuantitativa cualitativa recursos hidricos
"El analista de noticias de radio William S. Gailmor fue incluido en la lista negra a fines de la década de 1940 por presentar una perspectiva de ""frente popular"" en el aire. El frente popular, un movimiento socialdemócrata masivo de las décadas de 1930 y 1940, alcanzó su apogeo después de la Segunda Guerra Mundial, abrazando las causas del antifascismo, los derechos laborales, los derechos civiles, las libertades civiles, la democracia económica y la reforma de los medios. Desde noviembre de 1950 hasta noviembre de 1952, Gailmor volvió al periodismo y escribió una columna regular sobre temas de ""bienestar humano"" para el tabloide de Nueva York Daily Compass. Examinar las columnas de Gailmor, especialmente aquellas que destacan la tensión entre las necesidades humanas y las demandas del estado de seguridad nacional, revela cómo una minoría de periodistas de frente popular continuó desafiando la narrativa predominante de la Guerra Fría, incluso en el apogeo del Terror Rojo.",16,anal notici radi william s gailmor inclu list negr fin dec one thousand nine hundred and forty present perspect frent popul air frent popul movimient socialdemocrat masiv dec one thousand nine hundred and thirty one thousand nine hundred and forty alcanz apoge despu segund guerr mundial abraz caus antifasc derech laboral derech civil libertad civil democraci econom reform medi noviembr one thousand nine hundred and fifty noviembr one thousand nine hundred and fiftytw gailmor volvi period escribi column regul tem bienest human tabloid nuev york daily compass examin column gailmor especial aquell destac tension neces human demand segur nacional revel minori period frent popul continu desafi narrat predomin guerr fri inclus apoge terror roj analista noticias radio william s gailmor incluido lista negra fin decada one thousand nine hundred and forty presentar perspectiva frente popular aire frente popular movimiento socialdemocrata masivo decadas one thousand nine hundred and thirty one thousand nine hundred and forty alcanzo apogeo despues segunda guerra mundial abrazando causas antifascismo derechos laborales derechos civiles libertades civiles democracia economica reforma medios noviembre one thousand nine hundred and fifty noviembre one thousand nine hundred and fiftytwo gailmor volvio periodismo escribio columna regular temas bienestar humano tabloide nueva york daily compass examinar columnas gailmor especialmente aquellas destacan tension necesidades humanas demandas seguridad nacional revela minoria periodistas frente popular continuo desafiando narrativa predominante guerra fria incluso apogeo terror rojo
"La práctica del trabajo social sigue preocupada por los abusos generalizados de los derechos humanos y la exclusión de las voces de los niños durante la intervención legal. Como estipula la Convención de las Naciones Unidas sobre los Derechos del Niño (1994), confirmada por la Carta Africana sobre los Derechos y el Bienestar del Niño (1999) y la Ley de la Infancia (Sección 10, 38 de 2005), Es de suma importancia que el niño, que incluye al adolescente, debe experimentar la libertad de expresión, así como el derecho a ser oído durante los procesos legales. Sin embargo, se argumenta que a pesar del enfoque nacional e internacional sobre la importancia de la participación infantil, la pregunta sigue siendo si los niños entienden y reciben la oportunidad de participar en la práctica. Este artículo reflexiona sobre la comprensión y las experiencias de los adolescentes sobre su derecho a participar durante la intervención estatutaria.",16,practic trabaj social sig preocup abus generaliz derech human exclusion voc nin intervencion legal estipul convencion nacion unid derech nin one thousand nine hundred and ninetyfour confirm cart african derech bienest nin one thousand nine hundred and ninetynin ley infanci seccion ten thirtyeight two thousand and fiv sum import nin inclu adolescent deb experiment libert expresion asi derech ser oid proces legal embarg argument pes enfoqu nacional internacional import particip infantil pregunt sig siend si nin entiend recib oportun particip practic articul reflexion comprension experient adolescent derech particip intervencion estatutari practica trabajo social sigue preocupada abusos generalizados derechos humanos exclusion voces ninos intervencion legal estipula convencion naciones unidas derechos nino one thousand nine hundred and ninetyfour confirmada carta africana derechos bienestar nino one thousand nine hundred and ninetynine ley infancia seccion ten thirtyeight two thousand and five suma importancia nino incluye adolescente debe experimentar libertad expresion asi derecho ser oido procesos legales embargo argumenta pesar enfoque nacional internacional importancia participacion infantil pregunta sigue siendo si ninos entienden reciben oportunidad participar practica articulo reflexiona comprension experiencias adolescentes derecho participar intervencion estatutaria
"¿Qué sectores cubren (por ejemplo, generación de electricidad, producción de calor, combustibles para el transporte)? Este último debe establecerse teniendo en cuenta cuidadosamente cualquier posible superposición o interacción conflictiva con otros incentivos económicos y financieros para el desarrollo de energía limpia. De hecho, un análisis reciente sobre el uso de cuotas negociables para la reducción de carbono y el despliegue de energías renovables parece mostrar que las políticas de apoyo a las energías renovables no resultan automáticamente en un mejor desempeño frente a los objetivos de reducción de carbono si ya existe un esquema de comercio de emisiones eficiente y vinculante.",7,sector cubr ejempl gener electr produccion calor combust transport ultim deb establec cuent cuidad cualqui posibl superposicion interaccion conflict incent econom financier desarroll energi limpi hech analisis recient uso cuot negoci reduccion carbon desplieg energi renov parec mostr polit apoy energi renov result automat mejor desempen frent objet reduccion carbon si exist esquem comerci emision eficient vincul sectores cubren ejemplo generacion electricidad produccion calor combustibles transporte ultimo debe establecerse cuenta cuidadosamente cualquier posible superposicion interaccion conflictiva incentivos economicos financieros desarrollo energia limpia hecho analisis reciente uso cuotas negociables reduccion carbono despliegue energias renovables parece mostrar politicas apoyo energias renovables resultan automaticamente mejor desempeno frente objetivos reduccion carbono si existe esquema comercio emisiones eficiente vinculante
"Por lo tanto, el costo absoluto de reducción de CO2 de FER fue de alrededor de EUR 74/t C02 en 2009, más de seis veces el precio del carbono en el EU ETS. El recargo EEG representó el 9,6% del precio de la electricidad en 2010. Al aumentar los precios de la electricidad, las tarifas de alimentación fomentan el ahorro de energía y, por lo tanto, la reducción de emisiones en Alemania.",7,cost absolut reduccion co2 fer alrededor eur 74t c02 two thousand and nin mas seis vec preci carbon eu ets recarg eeg represent 96 preci electr two thousand and t aument preci electr tarif aliment foment ahorr energi reduccion emision alemani costo absoluto reduccion co2 fer alrededor eur 74t c02 two thousand and nine mas seis veces precio carbono eu ets recargo eeg represento 96 precio electricidad two thousand and ten aumentar precios electricidad tarifas alimentacion fomentan ahorro energia reduccion emisiones alemania
"Esto será tanto más necesario cuanto mayor sea la distancia que separa las zonas de producción y consumo: por ejemplo, en el caso de la energía eólica en Brasil, se concentra en el norte del país, mientras que el consumo se concentra principalmente en el sur. Las estimaciones del costo adicional varían entre US$ 2 y US$ 13 por MW. Además, se necesitan otros US$ 1 a US$ 7 por MW para mejorar el equilibrio sistémico a través de generación flexible, almacenamiento de energía o redes inteligentes. Para contextualizar estas inversiones, cabe señalar que solo el 3% de todas las inversiones previstas en transmisión y distribución desde ahora hasta 2035 se destinarán a ajustar el aumento de las energías renovables intermitentes.",7,ser mas necesari cuant mayor distanci sep zon produccion consum ejempl cas energi eolic brasil concentr nort pais mientr consum concentr principal sur estim cost adicional vari us two us thirt mw adem necesit us one us sev mw mejor equilibri sistem trav gener flexibl almacen energi red inteligent contextualiz inversion cab senal sol thre tod inversion previst transmision distribucion ahor two thousand and thirtyfiv destin ajust aument energi renov intermitent sera mas necesario cuanto mayor distancia separa zonas produccion consumo ejemplo caso energia eolica brasil concentra norte pais mientras consumo concentra principalmente sur estimaciones costo adicional varian us two us thirteen mw ademas necesitan us one us seven mw mejorar equilibrio sistemico traves generacion flexible almacenamiento energia rede inteligentes contextualizar inversiones cabe senalar solo three todas inversiones previstas transmision distribucion ahora two thousand and thirtyfive destinaran ajustar aumento energias renovables intermitentes
"Una serie de acontecimientos políticos y sociales en los Países Bajos sugieren que la elaboración de perfiles étnicos en el discurso político y social ya no se considera un tabú. Cada vez más, los perfiles étnicos se perciben como parte de la solución al “problema” del terrorismo, la radicalización, la integración, los delitos violentos, los disturbios públicos graves o la seguridad pública. Si bien la legislación y los reglamentos neerlandeses no prohíben explícitamente la elaboración de perfiles étnicos o raciales, el uso de generalizaciones basadas en el origen étnico, la raza, el origen nacional o la religión por parte de los funcionarios encargados de hacer cumplir la ley es contrario al derecho nacional e internacional. No obstante, existe el riesgo de que los funcionarios de policía, seguridad, inmigración y aduanas ejerzan sus facultades generales y especiales sobre la base de generalizaciones o estereotipos para hacer frente a necesidades sociales apremiantes.",16,seri acontec polit social pais baj sugier elabor perfil etnic discurs polit social consider tabu cad vez mas perfil etnic percib part solucion problem terror radicaliz integr delit violent disturbi public grav segur public si bien legisl reglament neerlandes prohib explicit elabor perfil etnic racial uso generaliz bas orig etnic raz orig nacional religion part funcionari encarg hac cumpl ley contrari derech nacional internacional obstant exist riesg funcionari polici segur inmigr aduan ejerz facultad general especial bas generaliz estereotip hac frent neces social apremi serie acontecimientos politicos sociales paises bajos sugieren elaboracion perfiles etnicos discurso politico social considera tabu cada vez mas perfiles etnicos perciben parte solucion problema terrorismo radicalizacion integracion delitos violentos disturbios publicos grave seguridad publica si bien legislacion reglamentos neerlandeses prohiben explicitamente elaboracion perfiles etnicos raciales uso generalizaciones basadas origen etnico raza origen nacional religion parte funcionarios encargados hacer cumplir ley contrario derecho nacional internacional obstante existe riesgo funcionarios policia seguridad inmigracion aduanas ejerzan facultades general especiales base generalizaciones estereotipos hacer frente necesidades sociales apremiantes
"Tradicionalmente, los estados no otorgarían la ejecución de sentencias penales de otros estados. Como resultado, ha habido un gran déficit en la aplicación de recursos monetarios y de otro tipo para las víctimas de violaciones criminales del derecho internacional humanitario y el derecho internacional de los derechos humanos. En las últimas décadas, ha habido cierto progreso en la legislación nacional y en el derecho de los tratados para permitir o exigir la ejecución transnacional de las reparaciones de las víctimas contenidas en sentencias penales extranjeras. Este artículo examina el derecho tradicional, los avances modernos en materia de recursos penales y el trabajo reciente de las Naciones Unidas en la materia. Incluso con las tendencias modernas en el derecho internacional de la jurisdicción de ejecución penal, puede resultar que las sentencias civiles de restitución y reparación sean más fáciles de obtener y ejecutar que las sentencias penales en muchos casos, si no en la mayoría.",16,tradicional otorgari ejecucion sentenci penal result gran deficit aplic recurs monetari tip victim violacion criminal derech internacional humanitari derech internacional derech human ultim dec ciert progres legisl nacional derech trat permit exig ejecucion transnacional repar victim conten sentenci penal extranjer articul examin derech tradicional avanc mod materi recurs penal trabaj recient nacion unid materi inclus tendenci modern derech internacional jurisdiccion ejecucion penal pued result sentenci civil restitucion repar mas facil obten ejecut sentenci penal cas si mayori tradicionalmente otorgarian ejecucion sentencias penales resultado gran deficit aplicacion recursos monetarios tipo victimas violaciones criminales derecho internacional humanitario derecho internacional derechos humanos ultimas decadas cierto progreso legislacion nacional derecho tratados permitir exigir ejecucion transnacional reparaciones victimas contenidas sentencias penales extranjeras articulo examina derecho tradicional avances modernos materia recursos penales trabajo reciente naciones unidas materia incluso tendencias modernas derecho internacional jurisdiccion ejecucion penal puede resultar sentencias civiles restitucion reparacion mas faciles obtener ejecutar sentencias penales casos si mayoria
"Se revisan disposiciones seleccionadas de la Ley de Ginebra que enfatizan el trato humano de los detenidos durante un conflicto armado internacional. Los caprichos legales de un conflicto armado no internacional (CANI) se consideran en el contexto de Irak siguiendo el juicio en Serdar Mohammed y el Secretario de Estado de Defensa que cuestionó la base legal para la detención en un CANI. Los factores y umbrales de los presuntos delitos predominantes se analizan con referencia a los ""Elementos del delito"" de la Corte Penal Internacional y la jurisprudencia internacional. El estatus incongruente o complementario del derecho internacional humanitario y el derecho internacional de los derechos humanos, incluida la lex specialis, se considera por referencia a la jurisprudencia internacional y europea. Se destaca y contextualiza la importancia de la Convención de la ONU sobre la Tortura con respecto a la legislación nacional y la política gubernamental.",16,revis disposicion seleccion ley ginebr enfatiz trat human deten conflict armad internacional caprich legal conflict armad internacional cani consider context irak sigu juici serd mohamm secretari defens cuestion bas legal detencion cani factor umbral presunt delit predomin analiz referent element delit cort penal internacional jurisprudent internacional estatus incongruent complementari derech internacional humanitari derech internacional derech human inclu lex specialis consider referent jurisprudent internacional europe destac contextualiz import convencion onu tortur respect legisl nacional polit gubernamental revisan disposiciones seleccionadas ley ginebra enfatizan trato humano detenidos conflicto armado internacional caprichos legales conflicto armado internacional cani consideran contexto irak siguiendo juicio serdar mohammed secretario defensa cuestiono base legal detencion cani factor umbrales presuntos delitos predominantes analizan referencia elementos delito corte penal internacional jurisprudencia internacional estatus incongruente complementario derecho internacional humanitario derecho internacional derechos humanos incluida lex specialis considera referencia jurisprudencia internacional europea destaca contextualiza importancia convencion onu tortura respecto legislacion nacional politica gubernamental
"Los capítulos 1 a 4 señalaron las limitaciones que enfrenta el aumento de la oferta en Corea a nivel subnacional. Minimizar las fugas en las ciudades coreanas puede ayudar a hacer un mejor uso de los recursos disponibles, al tiempo que ahorra costos de inversión en nuevas capacidades de almacenamiento. Este es un problema para las ciudades coreanas, que se esfuerzan por mantener bajas las facturas del agua y enfrentan necesidades de inversión para atender a una población urbana en crecimiento y renovar la infraestructura de suministro de agua existente.",6,capitul one four senal limit enfrent aument ofert core nivel subnacional minimiz fug ciudad corean pued ayud hac mejor uso recurs dispon tiemp ahorr cost inversion nuev capac almacen problem ciudad corean esfuerz manten baj factur agu enfrent neces inversion atend poblacion urban crecimient renov infraestructur suministr agu existent capitulos one four senalaron limitaciones enfrenta aumento oferta corea nivel subnacional minimizar fugas ciudades coreanas puede ayudar hacer mejor uso recursos disponibles tiempo ahorra costos inversion nuevas capacidades almacenamiento problema ciudades coreanas esfuerzan mantener bajas facturas agua enfrentan necesidades inversion atender poblacion urbana crecimiento renovar infraestructura suministro agua existente
"Además del impacto de la contaminación difusa de la agricultura, la contaminación de la industria de la pulpa y el papel afecta al lago a través del canal Saimaa, incluidas las aguas residuales municipales vertidas por el pueblo de Nuijamaa (300 habitantes). La densidad de población en el área de la cuenca del lago es de 24 habitantes/km2. El problema más importante de la calidad del agua es la eutrofización, causada principalmente por los nutrientes de la agricultura y la industria de la pulpa y el papel.",6,adem impact contamin difus agricultur contamin industri pulp papel afect lag trav canal saima inclu agu residual municipal vert puebl nuijama three hundr habit densid poblacion are cuenc lag twentyfour habitanteskm2 problem mas import calid agu eutrofiz caus principal nutrient agricultur industri pulp papel ademas impacto contaminacion difusa agricultura contaminacion industria pulpa papel afecta lago traves canal saimaa incluidas aguas residuales municipales vertidas pueblo nuijamaa three hundred habitantes densidad poblacion area cuenca lago twentyfour habitanteskm2 problema mas importante calidad agua eutrofizacion causada principalmente nutrientes agricultura industria pulpa papel
"La reducción de costos a nivel nacional para los países que importan combustibles fósiles también es valiosa, especialmente a la luz de los recientes aumentos de precios y el malestar mundial. Existe una controversia considerable sobre si los biocombustibles actualmente disponibles (típicamente derivados de cultivos de granos o semillas oleaginosas) se producen de manera sostenible en este momento, si proporcionan reducciones netas de CO2 y si pueden tener impactos adversos en la seguridad alimentaria y los mercados agrícolas. Las respuestas dependen de cada situación, pero los biocombustibles actuales no brindan beneficios netos significativos. Hay excepciones, como el etanol de caña de azúcar en Brasil, donde al menos los costos son bajos y las reducciones de emisiones de C02 parecen ser sustanciales.",7,reduccion cost nivel nacional pais import combust fosil tambi valios especial luz recient aument preci malest mundial exist controversi consider si biocombust actual dispon tipic deriv cultiv gran semill oleagin produc maner sosten moment si proporcion reduccion net co2 si pued ten impact advers segur alimentari merc agricol respuest depend cad situacion biocombust actual brind benefici net signific excepcion etanol can azuc brasil men cost baj reduccion emision c02 parec ser sustancial reduccion costos nivel nacional paises importan combustibles fosiles tambien valiosa especialmente luz recientes aumentos precios malestar mundial existe controversia considerable si biocombustibles actualmente disponibles tipicamente derivados cultivos granos semillas oleaginosas producen manera sostenible momento si proporcionan reducciones netas co2 si pueden tener impactos adversos seguridad alimentaria mercados agricolas respuestas dependen cada situacion biocombustibles actuales brindan beneficios netos significativos excepciones etanol cana azucar brasil menos costos bajos reducciones emisiones c02 parecen ser sustanciales
"Por ejemplo, la industria del cemento podría reducir las emisiones cambiando a combustibles alternativos para los hornos de cemento, como desechos sólidos municipales y lodos de depuradora, siempre que se guíen por estándares ambientales estrictos para limitar cualquier riesgo para la salud o el medio ambiente. Sin embargo, tales prácticas pueden estar limitadas por las normas técnicas para el cemento, las preferencias de materiales de construcción y las normas sobre contaminación del aire y desechos sólidos. El enfoque puede reducir significativamente las emisiones y el uso de energía. Primero, hay una falta de datos centralizados sobre la capacidad instalada, su distribución entre sectores, el tipo de combustible utilizado y la cantidad de energía y calefacción y refrigeración generada. Esto limita la comprensión del potencial de CHP y los esfuerzos necesarios para respaldar un programa de implementación.",7,ejempl industri cement podri reduc emision cambi combust altern horn cement desech sol municipal lod depur siempr gui estandar ambiental estrict limit cualqui riesg salud medi ambient embarg tal practic pued limit norm tecnic cement preferent material construccion norm contamin air desech sol enfoqu pued reduc signific emision uso energi primer falt dat centraliz capac instal distribucion sector tip combust utiliz cantid energi calefaccion refriger gener limit comprension potencial chp esfuerz necesari respald program implement ejemplo industria cemento podria reducir emisiones cambiando combustibles alternativos hornos cemento desechos solidos municipales lodos depuradora siempre guien estandares ambientales estrictos limitar cualquier riesgo salud medio ambiente embargo tales practicas pueden limitadas normas tecnicas cemento preferencias materiales construccion normas contaminacion aire desechos solidos enfoque puede reducir significativamente emisiones uso energia primero falta datos centralizados capacidad instalada distribucion sectores tipo combustible utilizado cantidad energia calefaccion refrigeracion generada limita comprension potencial chp esfuerzos necesarios respaldar programa implementacion
"Esto también puede alentar el uso de equipos de energía renovable en áreas remotas, si estos productos y servicios se adquieren para edificios gubernamentales, p. centros de salud y escuelas. Los gobiernos también pueden considerar programas solares subsidiados para escuelas, centros de salud/hospitales y otros edificios para fomentar el uso de sistemas solares fotovoltaicos. Los socios para el desarrollo, otros proveedores de financiamiento y los inversionistas también pueden preferir apoyar planes con objetivos más realistas que se puedan lograr, en lugar de financiar planes con objetivos poco realistas que se pierden continuamente.",7,tambi pued alent uso equip energi renov are remot si product servici adquier edifici gubernamental p centr salud escuel gobi tambi pued consider program solar subsidi escuel centr saludhospital edifici foment uso sistem solar fotovolt soci desarroll proveedor financi inversion tambi pued prefer apoy plan objet mas realist pued logr lug financi plan objet realist pierd continu tambien puede alentar uso equipos energia renovable areas remotas si productos servicios adquieren edificios gubernamentales p centros salud escuelas gobiernos tambien pueden considerar programas solares subsidiados escuelas centros saludhospitales edificios fomentar uso sistemas solares fotovoltaicos socios desarrollo proveedores financiamiento inversionistas tambien pueden preferir apoyar plan objetivos mas realistas puedan lograr lugar financiar plan objetivos realistas pierden continuamente
"Este artículo detalla las respuestas dadas por los científicos sociales y los profesionales de la justicia penal durante 1932 a un estudio centrado en el estado de la criminología realizado por la Oficina de Higiene Social. Estas respuestas finalmente llevaron a la publicación del controvertido Crimen, Derecho y Ciencias Sociales (1933), que dio una dirección muy necesaria al desarrollo de la criminología. A pesar de la importancia de estas respuestas para la creación del pensamiento criminológico, solo una (de Edwin H. Sutherland) ha sido publicada anteriormente. El examen de las respuestas de todos los participantes individuales en el proyecto brinda una imagen más clara de las controversias y los cambios que finalmente ocurrieron a medida que el campo de la criminología se institucionalizaba gradualmente como disciplina académica.",16,articul detall respuest dad cientif social profesional justici penal one thousand nine hundred and thirtytw estudi centr criminologi realiz oficin higien social respuest final llev public controvert crim derech cienci social one thousand nine hundred and thirtythre dio direccion necesari desarroll criminologi pes import respuest creacion pensamient criminolog sol edwin h sutherland sid public anterior exam respuest particip individual proyect brind imag mas clar controversi cambi final ocurr med camp criminologi institucionaliz gradual disciplin academ articulo detalla respuestas dadas cientificos sociales profesionales justicia penal one thousand nine hundred and thirtytwo estudio centrado criminologia realizado oficina higiene social respuestas finalmente llevaron publicacion controvertido crimen derecho ciencias sociales one thousand nine hundred and thirtythree dio direccion necesaria desarrollo criminologia pesar importancia respuestas creacion pensamiento criminologico solo edwin h sutherland sido publicada anteriormente examen respuestas participantes individuales proyecto brinda imagen mas clara controversias cambios finalmente ocurrieron medida campo criminologia institucionalizaba gradualmente disciplina academica
